Time,Colour_p4_01,Colour_p4_02,Colour_p4_03,Colour_p4_04,Colour_p4_05,Colour_p4_06,Colour_p4_07,Colour_p4_08,Colour_p4_09,Colour_p4_10
12.330,5.000,5.000,5.000,5.000,2.000,2.000,5.000,5.000,5.000,5.000,
12.340,5.000,5.000,5.000,5.000,2.000,2.000,5.000,5.000,5.000,5.000,
12.350,5.000,5.000,5.000,5.000,2.000,2.000,5.000,5.000,5.000,5.000,
12.360,5.000,5.000,5.000,5.000,2.000,2.000,5.000,5.000,5.000,5.000,
12.370,5.000,5.000,2.000,5.000,2.000,2.000,5.000,5.000,5.000,5.000,
12.380,5.000,5.000,2.000,5.000,2.000,2.000,5.000,5.000,5.000,5.000,
12.390,5.000,5.000,2.000,5.000,2.000,2.000,5.000,5.000,2.000,5.000,
12.400,5.000,5.000,2.000,5.000,2.000,2.000,5.000,5.000,2.000,5.000,
12.410,5.000,5.000,2.000,5.000,2.000,2.000,5.000,5.000,2.000,2.000,
12.420,5.000,2.000,2.000,5.000,2.000,2.000,5.000,5.000,2.000,2.000,
12.430,5.000,2.000,2.000,5.000,2.000,2.000,5.000,5.000,2.000,2.000,
12.440,5.000,2.000,2.000,5.000,2.000,2.000,5.000,2.000,2.000,2.000,
12.450,5.000,2.000,2.000,5.000,2.000,2.000,2.000,2.000,2.000,2.000,
12.460,2.000,2.000,2.000,5.000,2.000,2.000,2.000,2.000,2.000,2.000,
12.470,2.000,2.000,2.000,5.000,2.000,2.000,2.000,2.000,2.000,2.000,
12.480,2.000,2.000,2.000,5.000,2.000,2.000,2.000,2.000,2.000,2.000,
12.490,2.000,2.000,2.000,5.000,2.000,2.000,2.000,2.000,2.000,2.000,
12.500,2.000,2.000,2.000,5.000,2.000,2.000,2.000,2.000,2.000,2.000,
12.510,2.000,2.000,2.000,5.000,2.000,2.000,2.000,2.000,2.000,2.000,
12.520,2.000,2.000,2.000,5.000,2.000,2.000,2.000,2.000,2.000,2.000,
12.530,2.000,2.000,2.000,5.000,2.000,2.000,2.000,2.000,2.000,2.000,
12.540,2.000,2.000,2.000,5.000,2.000,2.000,2.000,2.000,2.000,2.000,
12.550,2.000,2.000,2.000,5.000,2.000,2.000,2.000,2.000,2.000,2.000,
12.560,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
12.570,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
12.580,2.000,2.000,2.000,2.000,2.000,6.000,2.000,2.000,2.000,2.000,
12.590,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.600,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.610,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.620,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.630,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.640,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.650,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.660,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.670,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.680,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.690,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.700,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.710,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.720,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.730,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.740,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.750,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.760,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.770,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.780,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.790,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.800,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.810,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.820,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.830,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.840,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.850,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.860,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.870,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.880,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.890,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.900,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.910,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.920,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.930,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.940,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.950,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.960,2.000,2.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.970,2.000,3.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.980,2.000,3.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
12.990,2.000,3.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
13.000,2.000,3.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
13.010,2.000,3.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
13.020,2.000,3.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
13.030,3.000,3.000,2.000,2.000,2.000,4.000,2.000,2.000,2.000,2.000,
13.040,3.000,3.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
13.050,3.000,3.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
13.060,3.000,3.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,
13.070,3.000,3.000,2.000,2.000,3.000,2.000,2.000,2.000,2.000,2.000,
13.080,3.000,3.000,2.000,2.000,3.000,2.000,2.000,2.000,2.000,2.000,
13.090,3.000,3.000,2.000,2.000,3.000,2.000,2.000,2.000,2.000,2.000,
13.100,3.000,3.000,2.000,2.000,3.000,2.000,3.000,2.000,2.000,2.000,
13.110,3.000,3.000,2.000,2.000,3.000,2.000,3.000,2.000,2.000,3.000,
13.120,3.000,3.000,2.000,2.000,3.000,2.000,3.000,3.000,2.000,3.000,
13.130,3.000,3.000,2.000,2.000,3.000,2.000,3.000,3.000,2.000,3.000,
13.140,3.000,3.000,2.000,2.000,3.000,2.000,3.000,3.000,2.000,3.000,
13.150,3.000,3.000,2.000,2.000,3.000,2.000,3.000,3.000,2.000,3.000,
13.160,3.000,3.000,2.000,2.000,3.000,2.000,3.000,3.000,2.000,3.000,
13.170,3.000,3.000,3.000,2.000,3.000,2.000,3.000,3.000,2.000,3.000,
13.180,3.000,3.000,3.000,2.000,3.000,2.000,3.000,3.000,2.000,3.000,
13.190,3.000,3.000,3.000,2.000,3.000,2.000,3.000,3.000,2.000,3.000,
13.200,3.000,3.000,3.000,2.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.210,3.000,3.000,3.000,2.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.220,3.000,3.000,3.000,2.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.230,3.000,3.000,3.000,2.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.240,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.250,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.260,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.270,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.280,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.290,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.300,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.310,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.320,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.330,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.340,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.350,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.360,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.370,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.380,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.390,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.400,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.410,3.000,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,
13.420,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.430,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.440,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.450,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.460,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.470,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.480,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.490,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.500,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.510,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.520,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.530,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.540,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.550,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.560,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.570,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.580,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.590,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.600,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.610,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.620,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.630,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.640,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.650,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.660,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.670,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.680,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.690,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.700,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.710,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.720,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.730,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.740,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.750,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.760,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.770,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.780,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.790,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.800,3.000,4.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.810,3.000,4.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.820,3.000,4.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.830,4.000,4.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.840,4.000,4.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.850,4.000,4.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.860,4.000,4.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.870,4.000,4.000,4.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
13.880,4.000,4.000,4.000,3.000,3.000,4.000,4.000,3.000,3.000,3.000,
13.890,4.000,4.000,4.000,3.000,3.000,4.000,4.000,3.000,3.000,3.000,
13.900,4.000,4.000,4.000,3.000,3.000,4.000,4.000,3.000,3.000,3.000,
13.910,4.000,4.000,4.000,3.000,3.000,4.000,4.000,3.000,3.000,3.000,
13.920,4.000,4.000,4.000,3.000,3.000,4.000,4.000,3.000,3.000,3.000,
13.930,4.000,4.000,4.000,3.000,3.000,4.000,4.000,3.000,3.000,3.000,
13.940,4.000,4.000,4.000,3.000,3.000,4.000,4.000,3.000,3.000,3.000,
13.950,4.000,4.000,4.000,3.000,3.000,4.000,4.000,3.000,3.000,3.000,
13.960,4.000,4.000,4.000,3.000,3.000,3.000,4.000,3.000,3.000,4.000,
13.970,4.000,4.000,4.000,3.000,3.000,3.000,4.000,3.000,3.000,4.000,
13.980,4.000,4.000,4.000,3.000,3.000,3.000,4.000,3.000,3.000,4.000,
13.990,4.000,4.000,4.000,3.000,3.000,3.000,4.000,3.000,4.000,4.000,
14.000,4.000,4.000,4.000,3.000,4.000,3.000,4.000,3.000,4.000,4.000,
14.010,4.000,4.000,4.000,4.000,4.000,3.000,4.000,3.000,4.000,4.000,
14.020,4.000,4.000,4.000,4.000,4.000,3.000,4.000,3.000,4.000,4.000,
14.030,4.000,4.000,4.000,4.000,4.000,3.000,4.000,3.000,4.000,4.000,
14.040,4.000,4.000,4.000,4.000,4.000,3.000,4.000,3.000,4.000,4.000,
14.050,4.000,4.000,4.000,4.000,4.000,3.000,4.000,3.000,4.000,4.000,
14.060,4.000,4.000,4.000,4.000,4.000,3.000,4.000,3.000,4.000,4.000,
14.070,4.000,4.000,4.000,4.000,4.000,3.000,4.000,3.000,4.000,4.000,
14.080,4.000,4.000,4.000,4.000,4.000,3.000,4.000,3.000,4.000,4.000,
14.090,4.000,4.000,4.000,4.000,4.000,3.000,4.000,3.000,4.000,4.000,
14.100,4.000,4.000,4.000,4.000,4.000,3.000,4.000,3.000,4.000,4.000,
14.110,4.000,4.000,4.000,4.000,4.000,3.000,4.000,3.000,4.000,4.000,
14.120,4.000,4.000,4.000,4.000,4.000,3.000,4.000,3.000,4.000,4.000,
14.130,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.140,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.150,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.160,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.170,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.180,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.190,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.200,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.210,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.220,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.230,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.240,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.250,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.260,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.270,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.280,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.290,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.300,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.310,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.320,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.330,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.340,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.350,4.000,4.000,4.000,4.000,4.000,3.000,4.000,4.000,4.000,4.000,
14.360,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,4.000,
14.370,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,4.000,
14.380,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,4.000,
14.390,4.000,4.000,4.000,4.000,3.000,3.000,4.000,4.000,4.000,4.000,
14.400,4.000,4.000,3.000,4.000,3.000,4.000,4.000,4.000,4.000,4.000,
14.410,4.000,4.000,3.000,4.000,3.000,4.000,4.000,4.000,4.000,4.000,
14.420,3.000,4.000,3.000,4.000,3.000,4.000,4.000,4.000,4.000,4.000,
14.430,3.000,4.000,3.000,4.000,3.000,4.000,4.000,4.000,4.000,4.000,
14.440,3.000,3.000,3.000,4.000,3.000,4.000,4.000,4.000,4.000,4.000,
14.450,3.000,3.000,3.000,4.000,3.000,4.000,4.000,4.000,4.000,4.000,
14.460,3.000,3.000,3.000,4.000,3.000,4.000,3.000,4.000,4.000,4.000,
14.470,3.000,3.000,3.000,4.000,3.000,4.000,3.000,4.000,4.000,3.000,
14.480,3.000,3.000,3.000,4.000,3.000,4.000,3.000,4.000,4.000,3.000,
14.490,3.000,3.000,3.000,4.000,3.000,4.000,3.000,4.000,4.000,3.000,
14.500,3.000,3.000,3.000,4.000,3.000,4.000,3.000,4.000,2.000,3.000,
14.510,3.000,3.000,3.000,4.000,3.000,4.000,3.000,4.000,3.000,3.000,
14.520,3.000,3.000,3.000,4.000,3.000,4.000,3.000,4.000,3.000,3.000,
14.530,3.000,3.000,3.000,4.000,3.000,4.000,3.000,4.000,3.000,3.000,
14.540,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,3.000,
14.550,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,3.000,
14.560,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,3.000,
14.570,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,3.000,
14.580,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,3.000,
14.590,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,3.000,
14.600,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,3.000,
14.610,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,3.000,
14.620,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,3.000,
14.630,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,3.000,
14.640,3.000,3.000,3.000,3.000,3.000,4.000,3.000,4.000,3.000,3.000,
14.650,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
14.660,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
14.670,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
14.680,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
14.690,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
14.700,3.000,3.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
14.710,3.000,1.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
14.720,3.000,1.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
14.730,3.000,1.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
14.740,3.000,1.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
14.750,3.000,1.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
14.760,3.000,1.000,3.000,3.000,3.000,4.000,3.000,3.000,3.000,3.000,
14.770,3.000,7.000,3.000,3.000,3.000,4.000,3.000,7.000,3.000,3.000,
14.780,3.000,7.000,3.000,3.000,3.000,4.000,3.000,7.000,3.000,3.000,
14.790,3.000,7.000,3.000,3.000,3.000,4.000,3.000,7.000,3.000,3.000,
14.800,7.000,7.000,3.000,3.000,3.000,4.000,3.000,7.000,3.000,3.000,
14.810,7.000,7.000,3.000,3.000,3.000,4.000,3.000,7.000,3.000,3.000,
14.820,7.000,7.000,3.000,3.000,7.000,4.000,3.000,7.000,3.000,3.000,
14.830,7.000,7.000,3.000,3.000,7.000,4.000,7.000,7.000,3.000,3.000,
14.840,7.000,7.000,3.000,3.000,7.000,4.000,7.000,7.000,3.000,3.000,
14.850,7.000,4.000,3.000,3.000,4.000,4.000,7.000,7.000,3.000,3.000,
14.860,7.000,4.000,3.000,3.000,4.000,4.000,7.000,7.000,3.000,3.000,
14.870,7.000,4.000,7.000,3.000,4.000,4.000,7.000,4.000,3.000,1.000,
14.880,7.000,4.000,7.000,3.000,4.000,4.000,7.000,4.000,3.000,1.000,
14.890,7.000,4.000,5.000,1.000,4.000,4.000,4.000,4.000,3.000,1.000,
14.900,5.000,4.000,5.000,7.000,4.000,4.000,4.000,4.000,3.000,1.000,
14.910,5.000,4.000,5.000,7.000,4.000,4.000,4.000,4.000,3.000,7.000,
14.920,5.000,5.000,5.000,7.000,4.000,4.000,4.000,4.000,3.000,7.000,
14.930,5.000,5.000,5.000,7.000,4.000,4.000,4.000,4.000,3.000,7.000,
14.940,5.000,5.000,5.000,7.000,4.000,4.000,4.000,4.000,3.000,7.000,
14.950,5.000,5.000,5.000,7.000,4.000,5.000,4.000,4.000,3.000,7.000,
14.960,5.000,5.000,5.000,7.000,4.000,5.000,4.000,4.000,3.000,7.000,
14.970,5.000,5.000,5.000,7.000,4.000,5.000,4.000,4.000,3.000,7.000,
14.980,5.000,5.000,5.000,7.000,4.000,5.000,4.000,4.000,7.000,7.000,
14.990,5.000,5.000,5.000,4.000,5.000,5.000,4.000,4.000,5.000,4.000,
15.000,5.000,5.000,5.000,4.000,5.000,5.000,4.000,4.000,5.000,4.000,
15.010,5.000,5.000,5.000,4.000,5.000,5.000,5.000,4.000,5.000,4.000,
15.020,5.000,5.000,5.000,4.000,5.000,5.000,5.000,4.000,5.000,4.000,
15.030,5.000,5.000,5.000,4.000,5.000,5.000,5.000,4.000,5.000,4.000,
15.040,5.000,5.000,5.000,4.000,5.000,5.000,5.000,4.000,5.000,4.000,
15.050,5.000,5.000,5.000,4.000,5.000,5.000,5.000,4.000,5.000,5.000,
15.060,5.000,5.000,5.000,5.000,5.000,5.000,5.000,4.000,5.000,5.000,
15.070,5.000,5.000,5.000,5.000,5.000,5.000,5.000,4.000,5.000,5.000,
15.080,5.000,5.000,5.000,5.000,5.000,5.000,5.000,4.000,5.000,5.000,
15.090,5.000,5.000,5.000,5.000,5.000,5.000,5.000,4.000,5.000,5.000,
15.100,5.000,5.000,5.000,5.000,5.000,5.000,5.000,4.000,5.000,5.000,
15.110,5.000,5.000,5.000,5.000,5.000,5.000,5.000,4.000,5.000,5.000,
15.120,5.000,5.000,5.000,5.000,5.000,5.000,5.000,4.000,5.000,5.000,
15.130,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,
15.140,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,
15.150,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,
15.160,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,
15.170,5.000,5.000,4.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,
15.180,5.000,5.000,4.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,
15.190,5.000,5.000,4.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,
15.200,5.000,5.000,4.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,
15.210,5.000,5.000,4.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,
15.220,5.000,5.000,7.000,5.000,5.000,5.000,5.000,7.000,5.000,5.000,
15.230,5.000,5.000,7.000,5.000,5.000,5.000,5.000,7.000,5.000,5.000,
15.240,7.000,4.000,7.000,5.000,4.000,5.000,5.000,7.000,5.000,5.000,
15.250,7.000,7.000,7.000,5.000,7.000,5.000,5.000,7.000,5.000,5.000,
15.260,7.000,7.000,7.000,5.000,7.000,5.000,5.000,7.000,5.000,5.000,
15.270,7.000,7.000,7.000,5.000,7.000,5.000,4.000,7.000,5.000,5.000,
15.280,7.000,7.000,7.000,5.000,7.000,5.000,7.000,7.000,7.000,5.000,
15.290,7.000,7.000,7.000,5.000,7.000,5.000,7.000,7.000,7.000,5.000,
15.300,7.000,7.000,7.000,5.000,7.000,5.000,7.000,7.000,7.000,5.000,
15.310,7.000,7.000,7.000,5.000,7.000,5.000,7.000,7.000,3.000,5.000,
15.320,7.000,3.000,7.000,5.000,7.000,5.000,7.000,7.000,3.000,5.000,
15.330,7.000,3.000,3.000,5.000,7.000,5.000,7.000,7.000,3.000,5.000,
15.340,7.000,3.000,3.000,5.000,7.000,5.000,7.000,7.000,3.000,5.000,
15.350,7.000,3.000,3.000,5.000,7.000,5.000,7.000,3.000,3.000,5.000,
15.360,7.000,3.000,3.000,5.000,7.000,5.000,7.000,3.000,3.000,5.000,
15.370,7.000,3.000,3.000,7.000,7.000,5.000,7.000,3.000,3.000,5.000,
15.380,7.000,3.000,3.000,7.000,7.000,5.000,3.000,3.000,3.000,5.000,
15.390,7.000,3.000,3.000,7.000,7.000,5.000,3.000,3.000,3.000,5.000,
15.400,7.000,3.000,3.000,7.000,7.000,5.000,3.000,3.000,3.000,4.000,
15.410,7.000,3.000,3.000,7.000,7.000,5.000,3.000,3.000,3.000,3.000,
